form,deprel,deps,misc,grafo,text,word_join,word_join_start,word_join_end,index_e,sentence,#sentence_original
Campos,xcomp,B=BACIA,"{'end_char': '247149', 'grafo': '#BASE_CD_BACIA_281', 'start_char': '247143'}",#BASE_CD_BACIA_281,"Ao estudarmos bacias tão importantes como Campos e Santos, é hora de ob-termos informações mais completas também sobre os metais, compilarmos um banco de dados sobre o assunto..", Campos,42,48,6.0,493,2273
Santos,conj,B=BACIA,"{'end_char': '247158', 'grafo': '#BASE_CD_BACIA_316', 'start_char': '247152'}",#BASE_CD_BACIA_316,"Ao estudarmos bacias tão importantes como Campos e Santos, é hora de ob-termos informações mais completas também sobre os metais, compilarmos um banco de dados sobre o assunto..", Santos,51,57,8.0,493,2273
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '247863', 'grafo': '#oil', 'start_char': '247855'}",#oil,"A primeira      , defendida em 2000, ana-lisou algumas amostras de petróleo de cada bacia petrolífera    Brasil, o que nos posiciona como pioneira    mundo quanto    uso de metais como fingerprints de petróleo..", petróleo,67,75,11.0,494,2278
bacia,nmod,B=BACIA,"{'end_char': '247877', 'grafo': '#basin', 'start_char': '247872'}",#basin,"A primeira      , defendida em 2000, ana-lisou algumas amostras de petróleo de cada bacia petrolífera    Brasil, o que nos posiciona como pioneira    mundo quanto    uso de metais como fingerprints de petróleo..", bacia,84,89,14.0,494,2278
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '247997', 'grafo': '#oil', 'start_char': '247989'}",#oil,"A primeira      , defendida em 2000, ana-lisou algumas amostras de petróleo de cada bacia petrolífera    Brasil, o que nos posiciona como pioneira    mundo quanto    uso de metais como fingerprints de petróleo..", petróleo,201,209,32.0,494,2278
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '250255', 'grafo': '#oil', 'start_char': '250247'}",#oil,"Certa vez, comparando as produções de petróleo     dois lados    Atlântico, percebi que    lado africano atuavam algumas     mais importantes companhias de petróleo mundiais e    lado brasileiro uma única Companhia, a Petrobras, trabalhando diversas bacias de um só País..", petróleo,38,46,7.0,495,2300
bacias,obj,B=BACIA,"{'end_char': '250465', 'grafo': '#basin', 'start_char': '250459'}",#basin,"Certa vez, comparando as produções de petróleo     dois lados    Atlântico, percebi que    lado africano atuavam algumas     mais importantes companhias de petróleo mundiais e    lado brasileiro uma única Companhia, a Petrobras, trabalhando diversas bacias de um só País..", bacias,250,256,36.0,495,2300
embasamento,obj,B=UNIDADE_LITO,"{'end_char': '251138', 'grafo': '#SD_000', 'start_char': '251127'}",#SD_000,"A linha de investigação que começamos     anos 80, de integrar o embasamento com a bacia, tem que continuar, acompanhada agora de uma busca de informações para baixo..", embasamento,65,76,12.0,496,2307
bacia,obl,B=BACIA,"{'end_char': '251150', 'grafo': '#basin', 'start_char': '251145'}",#basin,"A linha de investigação que começamos     anos 80, de integrar o embasamento com a bacia, tem que continuar, acompanhada agora de uma busca de informações para baixo..", bacia,83,88,15.0,496,2307
poços,nmod,B=POÇO,"{'end_char': '470', 'grafo': '#well', 'start_char': '465'}",#well,"Apesar de apresentar evidências de sistemas petrolíferos, e cerca de uma centena de poços perfurados, o seu potencial gerador ainda não foi totalmente avaliado..", poços,84,89,14.0,497,2385
gerador,amod,B=ELEMENTO_PETRO,"{'end_char': '506', 'grafo': '#source_rock', 'start_char': '499'}",#source_rock,"Apesar de apresentar evidências de sistemas petrolíferos, e cerca de uma centena de poços perfurados, o seu potencial gerador ainda não foi totalmente avaliado..", gerador,118,125,20.0,497,2385
sedimentos,nsubj:pass,B=NÃOCONSOLID,"{'end_char': '557', 'grafo': '#unconsolidated_earth_material', 'start_char': '547'}",#unconsolidated_earth_material,"Os sedimentos foram depositados entre o Neotriássico e o final    Cretáceo, principalmente durante o Jurássico..", sedimentos,3,13,1.0,498,2386
Neotriássico,obl,B=UNIDADE_CRONO,"{'end_char': '596', 'grafo': '#UpperTriassic', 'start_char': '584'}",#UpperTriassic,"Os sedimentos foram depositados entre o Neotriássico e o final    Cretáceo, principalmente durante o Jurássico..", Neotriássico,40,52,6.0,498,2386
Cretáceo,nmod,B=UNIDADE_CRONO,"{'end_char': '618', 'grafo': '#Cretaceous', 'start_char': '610'}",#Cretaceous,"Os sedimentos foram depositados entre o Neotriássico e o final    Cretáceo, principalmente durante o Jurássico..", Cretáceo,66,74,10.0,498,2386
Jurássico,obl,B=UNIDADE_CRONO,"{'end_char': '654', 'grafo': '#Jurassic', 'start_char': '645'}",#Jurassic,"Os sedimentos foram depositados entre o Neotriássico e o final    Cretáceo, principalmente durante o Jurássico..", Jurássico,101,110,15.0,498,2386
Jurássico,nsubj,B=UNIDADE_CRONO,"{'end_char': '669', 'grafo': '#Jurassic', 'start_char': '660'}",#Jurassic,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", Jurássico Inferior,2,20,1.0,499,2387
Bacia,obl,B=BACIA,"{'end_char': '709', 'grafo': '#INTER_BACIA_003', 'start_char': '704'}",#INTER_BACIA_003,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", Bacia Lusitânica,46,62,6.0,499,2387
margas,nmod,B=ROCHA,"{'end_char': '816', 'grafo': '#marlstone', 'start_char': '810'}",#marlstone,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", margas,152,158,25.0,499,2387
calcários,conj,B=ROCHA,"{'end_char': '828', 'grafo': '#limestone', 'start_char': '819'}",#limestone,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", calcários,161,170,27.0,499,2387
Sinemuriano,obl,B=UNIDADE_CRONO,"{'end_char': '860', 'grafo': '#Sinemurian', 'start_char': '849'}",#Sinemurian,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", Sinemuriano,191,202,31.0,499,2387
Toarciano,conj,B=UNIDADE_CRONO,"{'end_char': '874', 'grafo': '#Toarcian', 'start_char': '865'}",#Toarcian,"O Jurássico Inferior está bem representado    Bacia Lusitânica, sendo a seção de Peniche uma     áreas mais destacadas por apresentar cerca de 450 m de margas e calcários depositados entre o Sinemuriano e o Toarciano..", Toarciano,207,216,34.0,499,2387
gerador,amod,B=ELEMENTO_PETRO,"{'end_char': '936', 'grafo': '#source_rock', 'start_char': '929'}",#source_rock,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", gerador,51,58,7.0,500,2388
Pliensbaquiano,nmod,B=UNIDADE_CRONO,"{'end_char': '960', 'grafo': '#Pliensbachian', 'start_char': '946'}",#Pliensbachian,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", Pliensbaquiano,68,82,9.0,500,2388
Toarciano,appos,B=UNIDADE_CRONO,"{'end_char': '972', 'grafo': '#Lower_Toarcian_Subage', 'start_char': '963'}",#Lower_Toarcian_Subage,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", Toarciano inferior,85,103,11.0,500,2388
formações,obj,B=UNIDADE_LITO,"{'end_char': '1017', 'grafo': '#inter_formacao_006', 'start_char': '1008'}",#inter_formacao_006,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", formações Vale Fontes,130,155,18.0,500,2388
Lemede,conj,B=UNIDADE_LITO,"{'end_char': '1041', 'grafo': '#inter_formacao_001', 'start_char': '1035'}",#inter_formacao_001,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", Lemede,157,163,22.0,500,2388
Cabo,conj,B=UNIDADE_LITO,"{'end_char': '1048', 'grafo': '#inter_formacao_002', 'start_char': '1044'}",#inter_formacao_002,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", Cabo Carvoeiro,166,180,24.0,500,2388
membros,appos,B=UNIDADE_LITO,"{'end_char': '1067', 'grafo': '#inter_membro_001', 'start_char': '1060'}",#inter_membro_001,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", membros CC 1,182,194,27.0,500,2388
2,conj,B=UNIDADE_LITO,"{'end_char': '1076', 'grafo': '#inter_membro_002', 'start_char': '1075'}",#inter_membro_002,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", 2,197,198,31.0,500,2388
rocha,nmod,B=ROCHA,"{'end_char': '1112', 'grafo': '#rock', 'start_char': '1107'}",#rock,"O presente estudo abor-da a avaliação    potencial gerador    seção Pliensbaquiano – Toarciano inferior de Peniche, abrangendo as formações Vale     Fontes, Lemede e Cabo Carvoeiro (membros CC 1 e 2), com base em 233 amostras de rocha onde foram realizadas análises de carbono orgânico total (COT), pirólise Rock-Eval e biomarcadores..", rocha,229,234,40.0,500,2388
Membro,nsubj,B=UNIDADE_LITO,"{'end_char': '1310', 'grafo': '#inter_membro_003', 'start_char': '1304'}",#inter_membro_003,"O Membro Margo-calcários com níveis betuminosos (Mcnb),    Formação Vale     Fontes, apresenta os maiores valores de COT, atingindo 14,95%, correspondendo    zonas de amonites ibex (parte superior), davoei e margaritatus e parte     biozonas de nanofósseis NJ4a e NJ4b (Pliensbaquiano)..", Membro Margo-calcários,2,24,1.0,501,2390
Formação,nmod,B=UNIDADE_LITO,"{'end_char': '1369', 'grafo': '#inter_formacao_006', 'start_char': '1361'}",#inter_formacao_006,"O Membro Margo-calcários com níveis betuminosos (Mcnb),    Formação Vale     Fontes, apresenta os maiores valores de COT, atingindo 14,95%, correspondendo    zonas de amonites ibex (parte superior), davoei e margaritatus e parte     biozonas de nanofósseis NJ4a e NJ4b (Pliensbaquiano)..", Formação Vale Fontes,59,83,10.0,501,2390
Pliensbaquiano,appos,B=UNIDADE_CRONO,"{'end_char': '1586', 'grafo': '#Pliensbachian', 'start_char': '1572'}",#Pliensbachian,"O Membro Margo-calcários com níveis betuminosos (Mcnb),    Formação Vale     Fontes, apresenta os maiores valores de COT, atingindo 14,95%, correspondendo    zonas de amonites ibex (parte superior), davoei e margaritatus e parte     biozonas de nanofósseis NJ4a e NJ4b (Pliensbaquiano)..", Pliensbaquiano,270,284,47.0,501,2390
gerador,amod,B=ELEMENTO_PETRO,"{'end_char': '1639', 'grafo': '#source_rock', 'start_char': '1632'}",#source_rock,Este membro também possui alto potencial gerador (S2: 10 a 50 mgHC/g rocha) e valores regulares de índice de hidrogênio (IH: 200 a 555 mgHC/g COT) em uma seção termicamente imatura (Tmax com cerca de 430ºC).., gerador,41,48,6.0,502,2391
rocha,nmod,B=ROCHA,"{'end_char': '1665', 'grafo': '#rock', 'start_char': '1660'}",#rock,Este membro também possui alto potencial gerador (S2: 10 a 50 mgHC/g rocha) e valores regulares de índice de hidrogênio (IH: 200 a 555 mgHC/g COT) em uma seção termicamente imatura (Tmax com cerca de 430ºC).., rocha,69,74,14.0,502,2391
membros,nmod,B=UNIDADE_LITO,"{'end_char': '2521', 'grafo': '#inter_membro_004', 'start_char': '2514'}",#inter_membro_004,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", membros,36,43,6.0,503,2396
margas,amod,B=ROCHA,"{'end_char': '2528', 'grafo': '#marlstone', 'start_char': '2522'}",#marlstone,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", margas,44,50,7.0,503,2396
calcários,conj,B=ROCHA,"{'end_char': '2540', 'grafo': '#limestone', 'start_char': '2531'}",#limestone,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", calcários,53,62,9.0,503,2396
Mcup,appos,B=UNIDADE_LITO,"{'end_char': '2572', 'grafo': '#inter_membro_004', 'start_char': '2568'}",#inter_membro_004,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", Mcup,90,94,15.0,503,2396
membros,conj,B=UNIDADE_LITO,"{'end_char': '2583', 'grafo': '#inter_membro_005', 'start_char': '2576'}",#inter_membro_005,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", membros,98,105,18.0,503,2396
margas,amod,B=ROCHA,"{'end_char': '2590', 'grafo': '#marlstone', 'start_char': '2584'}",#marlstone,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", margas,106,112,19.0,503,2396
calcários,conj,B=ROCHA,"{'end_char': '2602', 'grafo': '#limestone', 'start_char': '2593'}",#limestone,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", calcários,115,124,21.0,503,2396
grumosos,amod,B=TEXTURA,"{'end_char': '2611', 'grafo': '#textura_058', 'start_char': '2603'}",#textura_058,"Assim, a presença de gamacerano     membros margas e calcários com Uptonia e Pentacrinus (Mcup) e membros margas e calcários grumosos (Mcg), associada    aumento de valores de δ18O indicariam ambiente com salinidade acima     níveis normais..", grumosos,125,133,22.0,503,2396
